Position,Height,Weight,Age,Preferred Foot,Avg Ball,Avg Pass,Finishing,Speed,Kicking Power,Stamina,Avg Def,Weak Foot,Overall
CF,185,83,27,Right,63.0,58.0,65,65,69,71,48.333333333333336,Medium,67
AMF,185,74,24,Right,69.5,61.0,64,64,70,70,57.666666666666664,Medium,67
RMF,175,68,24,Left,70.5,61.5,58,70,63,63,56.666666666666664,Medium,67
CB,193,87,31,Right,53.0,59.0,48,57,61,69,66.33333333333333,Medium,67
RB,173,73,28,Right,61.5,63.5,54,63,67,83,68.0,Medium,67
LB,175,68,32,Left,61.0,65.0,51,70,63,74,61.0,Medium,67
CB,183,75,34,Left,58.0,61.5,51,63,60,68,67.66666666666667,Medium,67
LMF,173,68,27,Right,68.0,61.0,62,72,64,62,54.666666666666664,High,67
DMF,185,86,29,Right,63.5,67.5,59,60,72,68,63.666666666666664,High,67
RB,168,67,25,Right,61.5,61.0,51,70,59,70,68.66666666666667,High,67
CB,184,76,25,Right,60.5,60.0,49,66,60,68,65.66666666666667,Medium,67
GK,184,78,22,Right,42.5,51.0,40,53,65,46,47.666666666666664,Medium,67
AMF,173,65,24,Right,69.0,68.0,60,62,63,65,51.0,High,67
GK,184,75,25,Right,44.5,56.5,40,54,62,59,47.333333333333336,Slightly,67
CB,185,78,29,Right,57.5,58.0,49,62,62,66,66.0,Medium,67
GK,188,86,28,Right,50.5,52.0,40,50,61,55,47.333333333333336,Medium,67
GK,196,85,27,Left,45.0,52.0,40,52,76,50,52.333333333333336,Medium,67
DMF,174,70,27,Left,63.5,63.0,58,62,69,71,72.0,High,67
LMF,172,78,26,Right,66.5,64.5,62,69,61,65,60.0,Medium,67
CF,178,70,25,Right,63.5,55.5,69,63,60,60,52.333333333333336,Very,67
CB,189,75,25,Right,60.5,63.0,53,62,71,70,64.0,Medium,67
CB,190,75,25,Right,59.5,59.5,49,61,62,65,68.33333333333333,Medium,67
DMF,190,82,24,Right,63.0,63.0,56,60,69,68,65.0,Medium,67
LB,178,72,22,Left,58.5,62.0,48,71,60,70,67.66666666666667,Medium,67
CB,182,70,24,Left,57.5,58.5,51,63,61,62,66.66666666666667,Medium,67
LMF,175,69,23,Right,65.5,58.5,63,76,74,63,48.666666666666664,High,67
LB,175,76,23,Left,67.0,60.5,59,74,66,64,63.666666666666664,Medium,67
RWF,176,64,20,Left,67.0,62.5,65,67,60,64,56.666666666666664,High,67
CB,191,85,22,Right,57.0,60.5,48,60,61,67,65.33333333333333,Medium,67
CF,178,74,20,Right,66.5,58.5,62,71,65,64,46.333333333333336,High,67
CF,182,75,21,Right,66.5,59.5,64,72,62,72,60.0,High,67
CB,194,91,24,Right,56.5,58.5,45,60,59,62,63.333333333333336,Medium,67
CB,185,79,22,Left,59.5,61.0,45,67,61,65,63.666666666666664,Medium,67
CB,190,75,23,Left,54.5,57.5,45,63,60,66,69.66666666666667,Medium,67
LWF,183,78,23,Right,66.0,60.5,61,74,67,64,57.0,High,67
CB,181,78,27,Left,56.0,60.5,50,64,69,64,66.33333333333333,Medium,67
CF,180,79,21,Right,67.0,53.0,63,69,66,58,44.333333333333336,High,67
CF,176,66,22,Right,71.0,62.0,61,77,62,62,50.333333333333336,High,67
CMF,188,76,36,Right,64.5,61.5,61,58,64,74,72.33333333333333,Medium,67
GK,186,84,29,Right,41.5,48.0,40,45,67,48,46.0,High,67
LMF,183,73,25,Right,68.0,57.5,59,78,71,67,55.333333333333336,High,67
RMF,175,70,22,Right,65.0,60.5,53,72,63,74,61.0,Medium,67
CB,187,74,22,Right,57.5,56.5,41,67,61,60,66.0,Medium,67
CF,186,86,22,Right,63.0,60.0,64,65,72,64,52.666666666666664,Medium,67
AMF,167,64,25,Right,69.5,69.0,63,60,70,58,54.333333333333336,Slightly,67
RB,175,67,21,Right,61.0,62.0,49,74,58,70,64.66666666666667,High,67
CMF,173,68,22,Right,64.5,67.5,60,62,66,72,64.33333333333333,Medium,67
DMF,183,70,23,Left,64.5,64.5,50,69,71,72,65.0,Medium,67
AMF,178,75,29,Right,67.5,66.0,63,68,72,70,54.333333333333336,High,67
DMF,177,77,30,Right,64.0,69.5,57,64,71,68,64.66666666666667,Medium,67
CMF,177,77,33,Right,64.5,68.5,60,65,71,67,59.0,Medium,67
GK,180,74,32,Right,58.0,63.5,40,55,75,50,49.333333333333336,Medium,67
RMF,175,72,24,Right,64.5,63.5,61,68,71,66,59.0,Medium,67
RB,176,67,28,Right,61.5,62.0,51,71,68,71,62.0,Medium,67
CB,191,88,28,Right,55.0,59.0,48,62,62,68,64.66666666666667,Medium,67
CMF,173,63,23,Left,63.5,65.5,59,65,71,77,68.33333333333333,Medium,67
RB,179,66,27,Right,64.5,60.0,55,74,63,67,65.33333333333333,Medium,67
CMF,185,68,25,Right,62.5,65.0,60,64,70,71,63.666666666666664,Medium,67
GK,186,76,26,Right,42.0,48.5,40,58,68,49,48.0,Medium,67
CB,194,82,24,Right,59.0,63.0,46,55,65,68,64.0,High,67
AMF,178,74,24,Right,69.0,65.5,60,67,69,60,55.666666666666664,Very,67
CB,198,74,28,Right,53.0,54.5,51,65,56,50,62.666666666666664,Medium,67
CMF,175,70,27,Right,68.0,66.0,62,67,72,73,53.333333333333336,Very,67
CB,186,81,24,Right,60.5,62.5,55,63,67,65,66.0,Medium,67
RB,178,68,25,Right,61.0,61.0,59,73,61,64,65.33333333333333,Very,67
CB,186,75,23,Right,57.0,58.5,46,65,61,66,66.0,Slightly,67
RWF,171,68,29,Left,66.5,59.5,60,72,66,63,52.333333333333336,Medium,67
RB,175,70,29,Right,68.5,61.5,55,74,67,71,62.333333333333336,Medium,67
CF,190,82,34,Right,59.5,51.5,69,62,70,55,51.0,High,67
RB,176,83,28,Right,60.5,61.5,51,67,62,71,68.0,Medium,67
DMF,193,84,30,Right,59.5,64.0,51,59,69,69,66.33333333333333,High,67
LB,179,72,29,Left,64.0,66.0,55,71,65,69,60.0,Medium,67
CMF,185,82,28,Right,60.5,67.5,63,60,78,74,64.33333333333333,Very,67
AMF,177,64,25,Right,68.5,67.5,60,66,68,61,49.333333333333336,High,67
RB,174,65,26,Right,60.0,56.0,48,85,53,72,58.666666666666664,Medium,67
CMF,173,63,23,Right,67.5,72.0,59,71,65,65,56.0,Medium,67
AMF,171,67,24,Right,68.5,64.5,61,68,63,65,52.333333333333336,Medium,67
CMF,181,75,22,Right,63.0,65.0,63,66,64,70,65.66666666666667,Medium,67
LB,173,62,24,Left,61.5,65.5,50,71,60,71,65.0,Medium,67
CB,196,95,25,Right,51.0,56.5,43,60,60,64,66.33333333333333,Medium,67
RB,176,70,27,Right,64.0,62.0,55,73,60,68,61.666666666666664,Very,67
CF,189,82,34,Right,66.5,59.5,64,64,67,61,49.666666666666664,Medium,67
CB,193,84,24,Right,54.5,61.5,47,59,59,60,67.66666666666667,Medium,67
LWF,169,69,21,Right,68.0,58.5,58,74,58,67,49.666666666666664,High,67
CF,183,75,22,Left,62.0,54.0,66,73,65,67,51.333333333333336,Medium,67
GK,194,83,32,Right,41.5,44.0,40,52,58,48,47.333333333333336,Medium,67
CF,184,80,22,Left,59.5,55.0,66,66,71,63,48.666666666666664,Medium,67
CMF,179,70,25,Right,64.0,64.5,57,66,65,68,67.33333333333333,Medium,67
CB,183,75,27,Right,54.0,57.5,51,59,63,73,71.66666666666667,High,67
LWF,182,79,28,Left,61.5,58.5,67,70,69,70,53.333333333333336,Medium,67
CF,185,86,27,Right,62.5,59.5,66,66,72,64,45.0,Medium,67
LB,180,70,22,Left,60.0,61.0,48,74,67,70,62.0,Medium,67
RWF,182,75,30,Right,67.5,62.0,60,69,66,68,47.666666666666664,Medium,67
CB,186,78,32,Right,54.5,56.5,41,60,68,68,66.66666666666667,Medium,67
CMF,178,74,23,Right,63.0,63.0,58,70,71,77,65.0,High,67
CF,184,76,24,Left,56.5,53.5,68,62,76,60,54.666666666666664,Medium,67
CF,183,76,22,Right,66.0,56.0,64,71,62,63,52.666666666666664,Very,67
CMF,176,60,21,Left,66.5,68.5,56,66,62,69,60.0,Medium,67
RB,181,70,29,Right,64.0,59.0,52,72,65,70,64.0,Medium,67
LMF,181,70,25,Right,68.0,63.0,59,70,65,67,62.666666666666664,Medium,67
LWF,169,57,22,Right,66.0,62.5,61,72,65,68,46.333333333333336,High,67
CB,188,80,22,Right,60.5,61.5,48,61,69,65,65.33333333333333,Medium,67
CMF,174,68,23,Right,66.0,63.5,58,70,65,72,66.66666666666667,High,67
CB,188,74,26,Right,54.5,56.0,51,58,65,73,68.0,High,67
CB,194,88,24,Right,57.0,60.5,48,53,57,65,66.0,Medium,67
DMF,184,75,25,Right,60.0,64.5,56,66,69,72,69.33333333333333,Medium,67
CF,183,87,30,Right,61.0,60.5,67,68,60,66,53.0,High,67
LWF,166,78,21,Right,69.5,61.0,59,68,64,64,52.666666666666664,High,67
LB,179,66,23,Left,63.5,61.5,54,67,60,70,64.33333333333333,Medium,67
CB,190,87,31,Right,55.0,57.0,47,61,57,63,67.0,Medium,67
AMF,186,73,22,Right,65.0,62.5,64,66,67,71,60.333333333333336,Medium,67
CB,189,83,28,Left,55.5,59.0,45,59,55,64,66.33333333333333,Medium,67
CF,187,80,28,Right,62.0,60.0,65,65,67,64,58.0,High,67
GK,193,80,25,Right,49.5,51.5,40,55,61,58,48.666666666666664,Medium,67
GK,191,82,27,Right,51.0,56.5,40,58,64,50,50.666666666666664,Medium,67
CF,181,79,31,Right,61.0,57.0,66,62,69,63,49.0,High,67
CB,188,88,25,Right,59.0,61.0,50,63,70,63,64.66666666666667,Medium,67
GK,200,90,28,Right,50.0,54.5,43,50,61,53,50.333333333333336,Medium,67
CB,187,74,19,Right,58.5,60.0,48,68,57,63,68.0,Medium,67
CB,182,74,24,Left,59.5,60.0,49,64,63,66,67.66666666666667,Medium,67
RB,175,74,22,Right,64.0,61.0,55,75,61,72,64.66666666666667,Medium,67
LMF,179,72,21,Left,61.5,62.0,54,80,60,71,53.0,Medium,67
LWF,174,62,27,Right,68.0,59.0,61,72,61,66,55.666666666666664,Medium,67
RWF,175,66,21,Right,66.0,59.5,57,74,62,65,55.0,High,67
LB,169,65,22,Left,62.0,63.0,51,72,60,73,65.33333333333333,Medium,67
RB,170,65,22,Right,68.0,63.0,57,72,62,75,59.333333333333336,Medium,67
CB,185,76,22,Left,59.0,61.0,51,60,60,60,64.33333333333333,Medium,67
RWF,181,74,24,Left,65.0,57.5,63,75,71,71,55.333333333333336,Medium,67
CF,183,71,21,Right,61.0,58.5,63,71,68,68,55.0,Slightly,67
CB,182,72,25,Left,58.0,62.0,52,63,64,70,67.33333333333333,Medium,67
CB,181,76,24,Right,59.5,62.5,50,65,64,67,66.33333333333333,High,67
CB,188,80,22,Left,59.0,60.0,54,62,69,64,65.66666666666667,Medium,67
CMF,183,75,31,Left,61.5,63.0,60,62,67,72,67.0,Medium,67
CB,180,80,24,Right,56.0,61.5,42,62,66,69,68.33333333333333,Medium,67
RWF,179,73,21,Left,67.0,59.5,60,73,62,66,50.666666666666664,High,67
RB,184,71,21,Right,62.0,61.0,46,73,60,69,64.33333333333333,Medium,67
LMF,178,71,24,Right,72.0,63.5,70,68,60,61,49.0,High,67
CF,188,79,27,Left,65.0,58.0,64,70,61,57,58.666666666666664,High,67
CMF,172,64,21,Right,68.5,64.5,58,73,66,69,60.333333333333336,High,67
LB,174,65,20,Left,67.0,64.0,49,72,59,66,59.0,Medium,67
DMF,170,69,21,Right,61.0,65.5,52,69,60,75,71.66666666666667,High,67
DMF,188,85,20,Right,63.5,64.5,52,66,69,69,64.0,Medium,67
CMF,175,70,24,Right,64.0,66.0,59,63,66,75,63.666666666666664,High,67
CB,189,78,21,Right,60.5,63.0,52,64,59,71,63.666666666666664,High,67
GK,180,76,32,Right,56.5,61.5,46,61,65,55,56.0,Medium,67
AMF,170,58,21,Right,68.5,72.0,59,63,67,64,54.0,High,67
LWF,168,61,21,Left,69.0,64.0,60,65,65,65,63.0,Medium,67
CB,180,79,23,Right,59.0,59.0,51,65,63,63,66.66666666666667,Medium,67
AMF,178,65,19,Right,67.0,65.0,63,71,62,66,50.333333333333336,High,67
LB,178,72,27,Left,64.0,62.0,52,68,64,71,62.666666666666664,Medium,67
RB,180,65,19,Right,64.5,62.0,51,71,67,70,61.666666666666664,Medium,67
AMF,174,69,30,Right,68.0,69.5,63,63,63,62,49.666666666666664,High,67
CMF,178,71,21,Right,66.0,70.0,63,63,67,68,59.0,Medium,67
CF,190,87,35,Left,62.5,56.0,66,62,68,63,55.666666666666664,Medium,67
CF,175,72,24,Left,65.5,58.5,66,70,63,65,55.0,High,67
CB,186,79,27,Right,54.5,55.5,48,60,60,67,61.666666666666664,Medium,67
CMF,170,66,26,Left,63.5,64.0,57,68,64,75,61.333333333333336,Medium,67
RWF,173,64,22,Left,63.5,63.5,60,71,65,68,55.666666666666664,Medium,67
SS,170,65,20,Right,69.0,53.5,63,72,61,60,55.666666666666664,Medium,67
CMF,182,75,28,Right,62.0,65.5,56,65,66,69,66.66666666666667,Medium,67
LWF,181,74,20,Right,67.0,58.5,60,75,62,63,46.666666666666664,Medium,67
CMF,173,65,25,Right,66.5,67.0,58,65,70,71,56.666666666666664,High,67
CB,186,84,32,Right,55.0,59.0,50,58,62,74,67.66666666666667,Medium,67
RWF,179,78,28,Left,66.5,61.5,63,69,62,70,56.0,Medium,67
CB,184,75,27,Right,55.0,58.0,47,60,61,69,68.33333333333333,High,67
CF,193,87,30,Right,59.5,57.5,65,60,70,67,56.0,Medium,67
DMF,178,70,20,Right,64.5,69.5,51,67,68,73,68.0,Medium,67
RB,172,74,22,Right,64.0,62.5,53,74,64,72,59.666666666666664,High,67
RB,178,70,21,Right,61.5,61.0,49,78,58,64,59.666666666666664,Medium,67
RB,175,80,27,Right,61.5,62.5,51,76,67,69,66.0,High,67
CF,178,73,25,Right,62.5,57.0,65,73,65,70,60.0,High,67
CMF,187,78,25,Left,64.5,67.5,59,58,69,72,59.666666666666664,Medium,67
LWF,186,76,25,Left,65.0,66.0,60,71,74,68,50.333333333333336,High,67
DMF,191,80,22,Right,61.5,66.5,52,60,70,66,66.0,Medium,67
GK,186,80,29,Right,43.5,49.5,40,52,71,52,54.333333333333336,Medium,67
RB,184,80,26,Right,61.0,62.5,54,73,59,70,61.333333333333336,Medium,67
LWF,183,79,20,Left,65.5,65.5,65,72,66,64,52.0,Medium,67
DMF,178,72,21,Right,64.5,66.5,53,64,64,77,69.33333333333333,Medium,67
GK,179,84,38,Right,49.5,55.5,40,57,72,54,48.0,Medium,67
RB,173,70,30,Right,66.0,60.5,56,73,65,70,60.666666666666664,Medium,67
LB,170,60,21,Left,61.5,61.5,58,74,72,75,61.0,Medium,67
RWF,183,78,21,Right,65.0,58.5,60,76,64,61,51.0,High,67
RWF,161,60,22,Right,68.0,58.0,60,73,59,68,54.666666666666664,Medium,67
CMF,177,69,30,Right,62.5,64.0,64,63,69,67,65.33333333333333,Medium,67
AMF,173,66,20,Right,71.0,61.5,62,71,64,62,55.666666666666664,Medium,67
LB,171,67,22,Left,64.5,60.0,60,71,64,69,68.33333333333333,Medium,67
CB,186,73,33,Left,56.0,58.5,43,60,62,61,66.66666666666667,Medium,67
CF,188,84,26,Right,60.5,54.5,66,64,62,65,56.333333333333336,Medium,67
CF,188,82,25,Right,61.0,53.5,66,65,72,61,47.333333333333336,High,67
CF,183,80,21,Right,60.5,55.0,68,70,66,58,51.333333333333336,High,67
LB,184,70,22,Left,62.5,63.5,54,70,65,69,59.0,Medium,67
CB,184,78,22,Left,59.5,59.0,47,65,57,65,64.33333333333333,Medium,67
CMF,180,70,23,Right,68.5,69.0,60,59,69,65,60.0,Medium,67
CB,186,72,19,Left,58.5,64.5,48,63,60,63,66.0,Medium,67
CB,187,74,26,Left,53.0,56.5,45,60,58,77,63.333333333333336,Medium,67
RWF,178,68,24,Right,63.5,60.5,59,76,67,62,53.666666666666664,High,67
RB,175,72,19,Right,65.0,63.0,54,69,62,72,64.66666666666667,Slightly,67
CMF,183,78,19,Right,63.5,67.5,58,68,66,68,66.66666666666667,Very,67
CF,184,71,22,Right,58.5,60.0,67,65,71,62,56.0,Medium,67
AMF,180,70,23,Left,67.0,67.0,60,70,71,67,61.666666666666664,Medium,67
LWF,182,70,21,Right,65.5,54.5,60,80,65,63,51.666666666666664,High,67
CB,181,78,24,Left,60.0,61.5,52,64,67,69,68.33333333333333,Medium,67
CMF,183,78,23,Right,64.0,63.0,59,67,71,73,64.66666666666667,Medium,67
CMF,178,71,28,Right,65.5,67.5,63,63,72,67,59.0,Medium,67
LB,185,77,26,Left,60.0,63.0,51,67,66,72,64.0,Medium,67
AMF,179,73,20,Right,67.5,63.5,60,75,66,77,61.666666666666664,Medium,67
CB,188,81,21,Right,58.0,62.0,46,61,62,69,64.33333333333333,Medium,67
CF,182,78,25,Right,65.0,55.0,69,67,65,67,55.666666666666664,High,67
LB,184,70,20,Right,67.5,59.0,55,70,62,70,59.666666666666664,High,67
CF,182,71,21,Right,65.5,59.0,67,72,64,64,52.0,High,67
RB,180,70,20,Right,63.0,59.0,43,78,61,69,62.333333333333336,Medium,67
CMF,179,70,22,Right,67.0,68.0,67,64,70,67,53.0,Medium,67
RB,177,75,20,Right,62.0,61.0,53,74,62,70,64.0,High,67
DMF,186,78,21,Right,60.0,64.5,52,60,58,72,67.33333333333333,Medium,67
CB,190,82,19,Left,59.0,61.0,46,64,60,62,64.66666666666667,Slightly,67
CF,175,66,21,Right,62.5,54.0,70,69,68,68,48.333333333333336,Very,67
RWF,181,73,30,Right,62.5,59.5,67,71,68,68,46.0,High,67
CF,185,79,20,Right,61.0,55.5,67,61,67,56,46.0,Medium,67
CF,183,76,23,Right,62.5,54.5,63,73,62,66,55.333333333333336,High,67
RB,175,78,22,Right,64.0,61.0,46,70,61,71,67.33333333333333,Medium,67
CB,180,88,23,Right,57.5,60.0,53,64,72,67,63.333333333333336,Slightly,67
GK,185,82,21,Right,51.5,49.5,40,63,65,61,47.333333333333336,Medium,67
CF,183,75,19,Right,63.5,55.5,64,72,64,63,51.666666666666664,High,67
LB,180,73,28,Left,63.0,63.0,58,69,72,72,59.0,Medium,67
CF,187,82,29,Right,66.0,59.5,63,63,73,61,49.0,High,67
CF,190,83,22,Left,59.0,53.5,64,64,73,62,53.0,High,67
CB,192,85,23,Right,50.0,58.5,52,54,64,59,69.0,Slightly,67
CMF,182,71,26,Right,64.0,68.0,60,66,65,69,64.33333333333333,Medium,67
AMF,179,66,21,Left,68.5,60.0,63,72,63,77,63.0,High,67
CF,193,75,25,Right,61.5,51.0,67,68,70,64,51.333333333333336,High,67
CF,170,67,25,Right,65.5,60.5,64,79,63,74,52.333333333333336,Medium,67
DMF,178,74,25,Right,64.5,64.5,57,61,68,79,67.0,Medium,67
CMF,185,73,25,Right,66.5,67.0,57,65,76,72,60.666666666666664,Medium,67
CMF,185,73,18,Right,65.5,67.0,59,63,72,68,61.666666666666664,High,67
RWF,178,69,20,Right,67.0,59.0,61,71,63,68,48.666666666666664,Medium,67
GK,191,87,22,Right,43.5,50.0,40,49,67,50,51.333333333333336,Medium,67
CB,188,83,31,Right,53.5,57.5,45,59,67,74,68.0,High,67
LB,173,70,26,Left,63.5,63.5,51,69,63,70,62.0,Medium,67
LB,177,66,27,Left,65.5,63.5,55,69,61,69,61.0,Medium,67
LMF,177,72,23,Left,61.5,59.0,58,82,64,69,48.666666666666664,Slightly,67
CB,184,84,24,Right,60.0,61.5,43,63,63,69,65.33333333333333,Medium,67
CF,188,80,26,Left,62.0,58.5,67,63,67,63,47.666666666666664,High,67
RWF,175,68,20,Left,72.0,62.0,59,67,65,64,45.666666666666664,Medium,67
AMF,174,69,23,Right,68.5,62.5,60,67,63,70,61.666666666666664,Medium,67
LB,171,64,22,Left,62.5,65.5,57,67,64,74,62.666666666666664,Medium,67
CB,187,78,23,Right,58.5,62.0,48,64,60,65,63.0,Medium,67
CF,182,74,17,Left,66.5,59.5,64,74,59,61,49.0,High,67
GK,193,80,23,Right,43.5,49.5,40,50,68,45,51.0,Medium,67
LWF,178,72,25,Right,62.5,59.5,60,77,68,65,54.666666666666664,High,67
LWF,178,73,19,Right,64.0,60.0,60,76,59,63,52.0,High,67
RWF,170,68,23,Right,66.5,59.0,58,74,60,65,52.333333333333336,Medium,67
CB,195,90,23,Right,58.5,61.0,49,60,63,63,64.0,Medium,67
AMF,178,69,21,Right,68.5,66.0,60,67,68,66,56.333333333333336,High,67
CMF,183,68,21,Right,64.0,62.5,60,69,67,74,72.0,Medium,67
CB,192,85,24,Right,53.5,59.0,43,61,58,67,68.66666666666667,Medium,67
GK,193,85,26,Right,45.0,51.5,40,55,68,53,52.0,Medium,67
RB,174,71,21,Right,65.5,60.5,54,71,60,70,67.66666666666667,High,67
LB,178,79,22,Left,64.5,64.5,54,71,64,69,62.666666666666664,Medium,67
CF,191,76,20,Right,62.0,58.5,63,72,66,64,59.333333333333336,Medium,67
AMF,184,70,19,Left,70.0,66.0,58,66,62,65,54.333333333333336,Medium,67
LMF,183,78,22,Left,64.5,59.5,57,77,62,71,61.0,Medium,67
CMF,189,81,36,Right,62.5,71.0,60,51,77,61,67.66666666666667,Very,67
CF,185,84,33,Right,60.0,52.5,65,63,67,67,56.666666666666664,High,67
CB,189,84,34,Right,50.5,52.0,47,57,58,72,66.66666666666667,Medium,67
CMF,183,75,28,Right,65.0,69.0,53,61,60,75,61.333333333333336,Very,67
AMF,170,66,22,Left,69.5,64.5,60,67,60,77,55.333333333333336,High,67
AMF,173,64,21,Right,66.0,60.5,65,76,60,77,58.333333333333336,High,67
LB,183,84,24,Left,59.0,62.0,48,71,60,69,66.66666666666667,Medium,67
RB,177,70,25,Right,64.0,63.5,53,70,70,70,61.333333333333336,Medium,67
CB,181,79,32,Right,57.0,62.5,49,59,65,71,71.66666666666667,High,67
RB,175,70,20,Right,62.5,60.5,53,73,65,75,65.33333333333333,Medium,67
AMF,173,72,19,Left,72.0,64.5,60,69,60,68,52.333333333333336,High,67
RB,180,79,26,Right,60.5,58.0,50,75,69,73,60.0,Medium,67
LB,175,75,24,Right,65.5,62.0,52,78,66,70,59.666666666666664,High,67
CB,193,84,23,Right,56.0,57.5,51,54,62,76,68.0,High,67
LWF,171,57,26,Right,66.5,64.0,58,68,71,68,56.0,High,67
CF,188,80,31,Right,62.0,57.0,64,70,65,71,59.333333333333336,High,67
LB,178,68,22,Left,64.0,66.0,51,65,64,78,64.33333333333333,Medium,67
CB,196,82,26,Right,53.0,60.5,50,57,62,78,65.33333333333333,High,67
DMF,176,72,27,Right,63.5,68.5,52,62,67,71,70.0,Medium,67
RB,180,70,24,Right,62.0,66.5,52,66,62,73,65.0,High,67
AMF,173,66,26,Right,68.0,67.5,59,63,69,69,55.666666666666664,Very,67
RWF,170,69,27,Left,66.0,59.5,62,71,67,67,48.333333333333336,High,67
CMF,176,68,21,Right,64.5,70.0,54,65,71,69,60.0,Medium,67
GK,193,88,28,Right,41.5,46.5,40,50,69,48,47.333333333333336,Medium,67
RWF,173,70,31,Right,68.0,61.0,65,67,61,67,51.333333333333336,High,67
DMF,182,73,22,Right,66.5,71.0,58,61,68,72,67.33333333333333,High,67
CF,185,84,26,Right,63.5,58.5,65,60,69,66,50.666666666666664,High,67
CMF,178,73,20,Right,64.0,66.5,53,66,74,70,69.0,Medium,67
RB,187,77,21,Right,59.5,61.5,52,71,61,70,65.66666666666667,Very,67
CB,185,77,20,Right,63.0,64.5,60,65,71,69,65.0,Medium,67
CMF,183,77,31,Right,62.5,67.5,51,60,60,74,71.33333333333333,High,67
RWF,168,68,20,Right,67.0,63.5,62,71,64,63,47.333333333333336,Medium,67
GK,197,90,23,Left,52.5,58.0,40,57,64,54,51.0,Medium,67
CB,191,83,26,Right,51.5,55.5,44,67,56,65,64.0,Medium,67
DMF,183,80,23,Right,60.5,63.5,53,67,65,73,68.0,Medium,67
CF,186,82,27,Left,60.0,55.0,70,60,68,58,46.666666666666664,Medium,67
CB,189,80,30,Right,57.0,59.5,52,60,64,62,66.66666666666667,Medium,67
CB,187,75,18,Left,62.0,64.5,49,65,60,70,66.0,Medium,67
CF,183,75,23,Right,67.0,61.0,67,71,64,68,50.0,High,67
GK,188,89,24,Right,52.0,58.5,43,58,67,55,53.0,Medium,67
RB,178,67,25,Right,64.0,63.0,55,71,69,69,65.66666666666667,High,67
LWF,175,70,20,Right,68.5,60.0,62,71,66,64,49.666666666666664,High,67
LB,179,73,25,Left,60.5,60.5,59,80,74,67,59.666666666666664,Medium,67
LB,180,70,25,Left,63.0,64.0,50,71,69,75,62.666666666666664,High,67
RWF,171,65,22,Right,65.5,53.0,62,72,70,65,53.666666666666664,High,67
AMF,182,77,29,Left,67.0,68.5,62,60,67,64,61.0,Medium,67
AMF,171,76,31,Right,70.5,63.0,62,67,70,62,49.666666666666664,High,67
LB,174,70,34,Left,63.0,66.0,58,67,65,71,65.0,High,67
RMF,178,66,31,Right,70.0,63.5,60,69,60,65,45.333333333333336,High,67
CF,186,80,32,Right,62.0,56.5,66,60,70,61,53.0,High,67
AMF,183,80,33,Right,65.0,68.5,64,64,69,64,56.0,Medium,67
CB,188,76,24,Right,53.0,51.0,40,71,60,60,66.0,Medium,67
RMF,178,66,25,Right,67.5,62.0,64,70,64,68,54.0,Medium,67
GK,188,75,22,Right,54.0,54.0,40,54,60,52,50.0,Medium,67
LB,180,74,22,Left,63.0,61.0,48,72,65,70,64.0,High,67
RWF,176,75,19,Right,67.5,57.5,64,74,60,59,42.333333333333336,Medium,67
AMF,172,66,32,Right,68.0,71.0,60,61,64,65,50.333333333333336,High,67
AMF,178,73,32,Left,67.5,65.5,61,63,66,70,60.0,High,67
CMF,168,64,28,Right,67.5,69.5,58,60,61,68,59.666666666666664,Medium,67
AMF,167,62,32,Left,66.0,69.5,63,66,72,72,55.333333333333336,High,67
CB,187,81,31,Left,57.0,58.5,48,58,66,67,70.33333333333333,Medium,67
LMF,180,74,32,Right,67.0,61.5,58,72,63,71,52.666666666666664,High,67
CF,189,82,34,Right,58.5,55.5,65,67,66,66,54.333333333333336,Very,67
DMF,183,80,28,Left,63.5,73.0,55,58,67,66,62.333333333333336,Medium,67
AMF,177,67,33,Right,68.0,67.0,60,65,66,69,61.666666666666664,High,67
GK,187,78,30,Left,46.0,53.0,40,54,67,56,49.666666666666664,High,67
GK,185,79,31,Right,47.0,53.0,40,49,66,52,47.0,Medium,67
RWF,169,65,28,Left,68.5,63.0,60,67,70,64,44.666666666666664,Slightly,67
CB,183,75,30,Right,61.0,64.0,56,67,61,65,63.333333333333336,Medium,67
CB,186,74,32,Right,55.0,60.5,48,60,66,70,66.0,Medium,67
RWF,182,73,31,Right,62.5,61.0,62,74,60,67,53.333333333333336,Medium,67
RMF,173,65,28,Right,68.5,62.5,59,75,60,61,47.0,Medium,67
CF,190,76,30,Right,64.5,57.5,65,61,68,62,46.333333333333336,High,67
CF,192,84,30,Right,62.0,59.5,66,60,67,65,49.0,Medium,67
SS,190,78,34,Left,63.0,62.5,66,60,74,64,54.0,Medium,67
CMF,178,70,22,Right,63.5,65.5,60,69,71,76,59.333333333333336,Medium,67
LMF,178,71,24,Right,72.0,63.5,70,68,60,61,49.0,High,67
CF,180,75,20,Left,64.0,58.5,67,67,63,58,46.666666666666664,Medium,67
CMF,180,79,37,Right,63.0,65.0,60,63,71,64,66.66666666666667,High,66
GK,185,78,40,Right,43.5,51.0,40,46,67,49,48.0,Medium,66
CF,178,71,35,Left,61.5,58.0,67,69,68,62,52.666666666666664,High,66
